Table S1. Essentiality classification for genes of the TL data,,,,,
Gene,Insertion Index Score,Log Likelihood Ratio,Essential,Non-essential,Unclear
yeaL,"0,136465324","9,158313954",0,1,0
yeaM,"0,160583942","11,66434028",0,1,0
yeaN,"0,127749577","8,205169672",0,1,0
yeaO,"0,120689655","7,410684309",0,1,0
yoaF,"0,098039216","4,693285495",0,1,0
yeaP,"0,209551657","16,32716486",0,1,0
yoaK,"0,151515152","10,74231416",0,1,0
yoaJ,"0,24","19,02922852",0,1,0
yeaQ,"0,236947791","18,76366377",0,1,0
yoaG,"0,289617486","23,21307067",0,1,0
yeaR,"0,325","26,07260137",0,1,0
leuE,"0,24256651","19,25170464",0,1,0
dmlR,"0,193722944","14,86947727",0,1,0
dmlA,"0,153775322","10,97421774",0,1,0
yeaV,"0,150069156","10,59317908",0,1,0
yeaW,"0,103111111","5,327542494",0,1,0
yeaX,"0,115942029","6,863829383",0,1,0
rnd,"0,074468085","1,477179948",0,0,1
fadD,"0,110913405","6,272481578",0,1,0
yeaY,"0,103092784","5,325280439",0,1,0
tsaB,"0,005747126","-19,54102957",1,0,0
yoaA,"0,121402407","7,491878559",0,1,0
yoaB,"0,35942029","28,77854531",0,1,0
yoaC,"0,393333333","31,38495408",0,1,0
yoaH,"0,211111111","16,46863633",0,1,0
pabB,"0,12041116","7,378896585",0,1,0
nudL,"0,141623489","9,709453798",0,1,0
sdaA,"0,113553114","6,584522023",0,1,0
yoaD,"0,110068793","6,171856989",0,1,0
yoaE,"0,107257547","5,834093472",0,1,0
manX,"0,122427984","7,608309357",0,1,0
manY,"0,124843945","7,880765322",0,1,0
manZ,"0,144366197","9,998890962",0,1,0
yobD,"0,239651416","18,99895376",0,1,0
mntP,"0,132275132","8,703671917",0,1,0
rlmA,"0,117283951","7,019484899",0,1,0
cspC,"0,257142857","20,50164167",0,1,0
yobF,"0,506944444","39,79700863",0,1,0
yebO,"0,125","7,898277946",0,1,0
mgrB,"0,090277778","3,68770388",0,1,0
yobH,"0,241666667","19,17378749",0,1,0
kdgR,"0,147727273","10,3503372",0,1,0
yebQ,"0,098981077","4,812354193",0,1,0
htpX,"0,091836735","3,89335508",0,1,0
prc,"0,090775988","3,753636947",0,1,0
proQ,"0,084406295","2,89486143",0,0,1
msrC,"0,136546185","9,167024895",0,1,0
yebS,"0,118380062","7,145984211",0,1,0
yebT,"0,118830676","7,197823299",0,1,0
rsmF,"0,1","4,940490807",0,1,0
yebV,"0,122362869","7,600930922",0,1,0
yebW,"0,135416667","9,045133555",0,1,0
pphA,"0,118721461","7,185267856",0,1,0
yebY,"0,087719298","3,34589178",0,0,1
yebZ,"0,124856816","7,882210107",0,1,0
yobA,"0,136","9,108140612",0,1,0
holE,"0,116883117","6,973081984",0,1,0
yobB,"0,147640791","10,34133793",0,1,0
exoX,"0,117647059","7,061453716",0,1,0
ptrB,"0,119359534","7,258542377",0,1,0
yebE,"0,103030303","5,317566998",0,1,0
yebF,"0,072829132","1,232829451",0,0,1
yebG,"0,068728522","0,606446756",0,0,1
purT,"0,133163698","8,800623358",0,1,0
eda,"0,126168224","8,029051311",0,1,0
edd,"0,12196468","7,555769744",0,1,0
zwf,"0,053523035","-1,948832229",0,0,1
yebK,"0,1","4,940490807",0,1,0
pykA,"0,132363132","8,713286849",0,1,0
lpxM,"0,086419753","3,17013787",0,0,1
mepM,"0,140589569","9,599705721",0,1,0
znuA,"0,097534834","4,629271982",0,1,0
znuC,"0,161375661","11,74379732",0,1,0
znuB,"0,1043257","5,476993813",0,1,0
ruvB,"0,09396637","4,171219338",0,1,0
ruvA,"0,14869281","10,45065713",0,1,0
yobI,"0,03030303","-7,088034047",1,0,0
yebB,"0,271973466","21,75154568",0,1,0
ruvC,"0,126436782","8,059033683",0,1,0
yebC,"0,112010796","6,402649384",0,1,0
nudB,"0,086092715","3,125674548",0,0,1
aspS,"0,005640158","-19,67164917",1,0,0
yecD,"0,14638448","10,21034954",0,1,0
yecE,"0,156288156","11,23036986",0,1,0
yecN,"0,176767677","13,25868644",0,1,0
cmoA,"0,125","7,898277946",0,1,0
cmoB,"0,124485597","7,840512047",0,1,0
torZ,"0,119341564","7,256481349",0,1,0
torY,"0,18982743","14,50422322",0,1,0
cutC,"0,141900937","9,738844012",0,1,0
yecM,"0,125220459","7,923000477",0,1,0
argS,"0,001153403","-30,43672668",1,0,0
yecT,"0,319018405","25,59520005",0,1,0
flhE,"0,264631043","21,13533475",0,1,0
flhA,"0,110630111","6,23877381",0,1,0
flhB,"0,116623151","6,942945226",0,1,0
cheZ,"0,137984496","9,321585256",0,1,0
cheY,"0,087179487","3,273065086",0,0,1
cheB,"0,124761905","7,87155458",0,1,0
cheR,"0,103368177","5,3592495",0,1,0
tap,"0,118601748","7,171499124",0,1,0
tar,"0,161251504","11,73134747",0,1,0
cheW,"0,168650794","12,46667018",0,1,0
cheA,"0,117557252","7,051079507",0,1,0
motB,"0,120819849","7,425532702",0,1,0
motA,"0,088963964","3,512861836",0,0,1
flhC,"0,124352332","7,825528407",0,1,0
flhD,"0,210826211","16,44281771",0,1,0
uspC,"0,307692308","24,68480003",0,1,0
otsA,"0,183157895","13,87233568",0,1,0
otsB,"0,127340824","8,159744211",0,1,0
araH,"0,101317123","5,105112427",0,1,0
araG,"0,135973597","9,105291405",0,1,0
araF,"0,108080808","5,93346615",0,1,0
ftnB,"0,196428571","15,12158352",0,1,0
yecJ,"0,083333333","2,746641659",0,0,1
azuC,"0,068965517","0,643263902",0,0,1
yecR,"0,259259259","20,68129853",0,1,0
ftnA,"0,371485944","29,71207367",0,1,0
yecH,"0,145833333","10,15273132",0,1,0
tyrP,"0,103960396","5,432139557",0,1,0
yecA,"0,106606607","5,7552454",0,1,0
pgsA,0,"-172,1619602",1,0,0
uvrC,"0,12111293","7,458929986",0,1,0
uvrY,"0,207001522","16,09502831",0,1,0
yecF,"0,346666667","27,78366887",0,1,0
sdiA,"0,284923928","22,82681072",0,1,0
yecC,"0,134130146","8,905738241",0,1,0
yecS,"0,134529148","8,949034905",0,1,0
dcyD,"0,122593718","7,627080886",0,1,0
fliY,"0,151061174","10,69555785",0,1,0
fliZ,"0,155797101","11,18044909",0,1,0
fliA,"0,170833333","12,68108152",0,1,0
fliC,"0,181696727","13,73275143",0,1,0
fliD,"0,134328358","8,927253995",0,1,0
fliS,"0,184914842","14,03961859",0,1,0
fliT,"0,150273224","10,61426291",0,1,0
amyA,"0,161290323","11,73524047",0,1,0
yedD,"0,157004831","11,30311011",0,1,0
yedE,"0,147595357","10,33660918",0,1,0
yedF,"0,166666667","12,27079006",0,1,0
yedK,"0,139013453","9,431714691",0,1,0
yedL,"0,29375","23,55171883",0,1,0
yedN,"0,040888889","-4,478728525",1,0,0
intG,"0,407407407","32,4516589",0,1,0
fliE,"0,165079365","12,11341197",0,1,0
fliF,"0,119349005","7,257334796",0,1,0
fliG,"0,09437751","4,224466702",0,1,0
fliH,"0,151382824","10,72869152",0,1,0
fliI,"0,139010189","9,43136592",0,1,0
fliJ,"0,11036036","6,206637144",0,1,0
fliK,"0,142730496","9,826569186",0,1,0
fliL,"0,12688172","8,108641863",0,1,0
fliM,"0,128358209","8,272682686",0,1,0
fliN,"0,118357488","7,14338476",0,1,0
fliO,"0,158469945","11,45138701",0,1,0
fliP,"0,162601626","11,86652173",0,1,0
fliQ,"0,162962963","11,90262113",0,1,0
fliR,"0,221374046","17,39090964",0,1,0
rcsA,"0,200320513","15,48203625",0,1,0
dsrB,"0,375661376","30,0334809",0,1,0
yodD,"0,171052632","12,70256516",0,1,0
yedP,"0,12745098","8,171992738",0,1,0
yedQ,"0,140412979","9,580925499",0,1,0
yodC,"0,136612022","9,174115626",0,1,0
yedI,"0,137254902","9,243274131",0,1,0
yedA,"0,128121607","8,24645516",0,1,0
vsr,"0,114649682","6,713086849",0,1,0
dcm,"0,111346018","6,32387289",0,1,0
yedJ,"0,091954023","3,908749314",0,1,0
yedR,"0,254098361","20,24241302",0,1,0
yedS,"0,227805695","17,96155002",0,1,0
hchA,"0,302816901","24,29018894",0,1,0
yedV,"0,198675497","15,32999323",0,1,0
yedW,"0,34672619","27,7883324",0,1,0
hiuH,"0,292270531","23,4306328",0,1,0
yedY,"0,168159204","12,41822482",0,1,0
yedZ,"0,199685535","15,42340074",0,1,0
zinT,"0,187403994","14,2755967",0,1,0
yodB,"0,348399247","27,91933414",0,1,0
mtfA,"0,140350877","9,574318509",0,1,0
yeeJ,"0,177758937","13,35442775",0,1,0
yeeL,"0,198480532","15,31194339",0,1,0
shiA,"0,174639332","13,0524134",0,1,0
amn,"0,210996564","16,45825714",0,1,0
yeeN,"0,214783821","16,8004027",0,1,0
yeeO,"0,20094086","15,5392565",0,1,0
cbl,"0,168243954","12,42658081",0,1,0
nac,"0,173202614","12,91261683",0,1,0
ldtA,"0,16505895","12,1113839",0,1,0
cobT,"0,143518519","9,909694969",0,1,0
cobS,"0,126344086","8,048688288",0,1,0
cobU,"0,19047619","14,56524303",0,1,0
yeeH,"0,126436782","8,059033683",0,1,0
insH1,"0,316617502","25,40293064",0,1,0
yoeG,"0,237827715","18,84033503",0,1,0
yoeH,"0,371069182","29,67994752",0,1,0
yoeA,"0,200392927","15,48871891",0,1,0
insD1,"0,429359823","34,09990708",0,1,0
insC1,"0,423497268","33,66149875",0,1,0
yeeP,"0,177536232","13,33293568",0,1,0
flu,"0,168589744","12,46065687",0,1,0
yeeR,"0,127201566","8,144252674",0,1,0
yeeS,"0,176733781","13,25540892",0,1,0
yeeT,"0,157657658","11,36925",0,1,0
cbeA,"0,197831978","15,25185432",0,1,0
cbtA,"0,186666667","14,20581923",0,1,0
yeeW,"0,166666667","12,27079006",0,1,0
yoeD,"0,186046512","14,14705054",0,1,0
yoeF,"0,209677419","16,33858732",0,1,0
yeeX,"0,109090909","6,054867816",0,1,0
yeeA,"0,146364495","10,2082619",0,1,0
sbmC,"0,128691983","8,309643611",0,1,0
dacD,"0,151670951","10,75834657",0,1,0
sbcB,"0,168067227","12,40915437",0,1,0
yeeD,"0,135964912","9,104354132",0,1,0
yeeE,"0,220963173","17,35426905",0,1,0
plaP,"0,14790287","10,36860276",0,1,0
yoeI,"0,126984127","8,120048153",0,1,0
yeeY,"0,075268817","1,595386503",0,0,1
yeeZ,"0,152727273","10,86686347",0,1,0
yoeB,"0,152941176","10,88879925",0,1,0
yefM,"0,075396825","1,61421362",0,0,1
hisL,"0,156862745","11,28869982",0,1,0
hisG,"0,125555556","7,960539404",0,1,0
hisD,"0,144827586","10,04734409",0,1,0
hisC,"0,104575163","5,507577765",0,1,0
hisB,"0,140449438","9,584803744",0,1,0
hisH,"0,130287648","8,485730917",0,1,0
hisA,"0,119241192","7,244966652",0,1,0
hisF,"0,124839125","7,880224253",0,1,0
hisI,"0,125816993","7,989793905",0,1,0
wzzB,"0,145769623","10,14606484",0,1,0
ugd,"0,340188518","27,27493648",0,1,0
gnd,"0,216062544","16,91545604",0,1,0
wbbL,"0,205031447","15,91500799",0,1,0
insH1,"0,400196657","31,906162",0,1,0
wbbK,"0,161751564","11,78146715",0,1,0
wbbJ,"0,318104907","25,52208965",0,1,0
wbbI,"0,284994965","22,83267",0,1,0
wbbH,"0,22622108","17,8214582",0,1,0
glf,"0,195652174","15,04936995",0,1,0
wzxB,"0,227564103","17,94021227",0,1,0
rfbC,"0,333333333","26,73398058",0,1,0
rfbA,"0,405895692","32,33747106",0,1,0
rfbD,"0,351111111","28,13135193",0,1,0
rfbB,"0,409760589","32,62922624",0,1,0
wcaN,"0,214765101","16,79871663",0,1,0
wcaM,"0,261648746","20,88360755",0,1,0
wcaL,"0,104832105","5,539039285",0,1,0
wcaK,"0,152224824","10,81528617",0,1,0
wzxC,"0,131845842","8,656725384",0,1,0
wcaJ,"0,127598566","8,188395457",0,1,0
cpsG,"0,116703136","6,952221043",0,1,0
cpsB,"0,129436326","8,391909539",0,1,0
wcaI,"0,091503268","3,849527974",0,1,0
wcaH,"0,133333333","8,819098631",0,1,0
wcaG,"0,132505176","8,728800495",0,1,0
gmd,"0,160427807","11,64865162",0,1,0
wcaF,"0,316939891","25,42877021",0,1,0
wcaE,"0,172690763","12,86270277",0,1,0
wcaD,"0,169950739","12,5945076",0,1,0
wcaC,"0,129720854","8,423298079",0,1,0
wcaB,"0,118609407","7,172380222",0,1,0
wcaA,"0,133333333","8,819098631",0,1,0
wzc,"0,137309293","9,249118623",0,1,0
wzb,"0,119369369","7,259670316",0,1,0
wza,"0,243859649","19,36351794",0,1,0
yegH,"0,153409091","10,93673893",0,1,0
asmA,"0,1197411","7,302269898",0,1,0
dcd,"0,030927835","-6,915999887",1,0,0
udk,"0,165109034","12,11635917",0,1,0
yegE,"0,143459916","9,903520035",0,1,0
alkA,"0,160188457","11,62458923",0,1,0
yegD,"0,133037694","8,786893074",0,1,0
yegI,"0,155110426","11,11053127",0,1,0
yegJ,"0,136363636","9,147356079",0,1,0
yegK,"0,207349081","16,12672484",0,1,0
yegL,"0,18030303","13,59921411",0,1,0
ibsA,"0,35","28,04453159",0,1,0
ibsB,"0,333333333","26,73398058",0,1,0
mdtA,"0,086538462","3,186253797",0,0,1
mdtB,"0,142811399","9,83511261",0,1,0
mdtC,"0,133528265","8,840315829",0,1,0
mdtD,"0,144067797","9,967518296",0,1,0
baeS,"0,125356125","7,938204026",0,1,0
baeR,"0,091286307","3,820965957",0,1,0
yegP,"0,153153153","10,91052475",0,1,0
yegQ,"0,151982379","10,790373",0,1,0
ogrK,"0,173515982","12,94314694",0,1,0
yegZ,"0,23943662","18,98029162",0,1,0
yegR,"0,261006289","20,82926774",0,1,0
yegS,"0,357777778","28,65089737",0,1,0
gatR,"0,294573643","23,61905645",0,1,0
insE1,"0,273333333","21,8651351",0,1,0
insF1,"0,370242215","29,61617594",0,1,0
gatD,"0,334293948","26,80995053",0,1,0
gatC,"0,294247788","23,5924221",0,1,0
gatB,"0,249122807","19,81670645",0,1,0
gatA,"0,388520971","31,01830118",0,1,0
gatZ,"0,286619161","22,96652525",0,1,0
gatY,"0,180116959","13,58135591",0,1,0
fbaB,"0,169040836","12,50506815",0,1,0
yegT,"0,111111111","6,295980068",0,1,0
yegU,"0,127363184","8,162230877",0,1,0
yegV,"0,145962733","10,16626756",0,1,0
yegW,"0,139223561","9,454157851",0,1,0
yegX,"0,155067155","11,10612105",0,1,0
thiD,"0,188514357","14,38048375",0,1,0
thiM,"0,141951838","9,744233234",0,1,0
rcnR,"0,168498168","12,45163518",0,1,0
rcnA,"0,204848485","15,89825858",0,1,0
rcnB,"0,418879056","33,31525283",0,1,0
yehA,"0,117874396","7,087697723",0,1,0
yehB,"0,332527207","26,67018597",0,1,0
yehC,"0,068055556","0,501470957",0,0,1
yehD,"0,134438306","8,93918255",0,1,0
yehE,"0,478723404","37,74549805",0,1,0
mrp,"0,171171171","12,71417332",0,1,0
metG,"0,016715831","-11,82848048",1,0,0
yehH,"0,213438735","16,67912526",0,1,0
yehI,"0,16597853","12,20263689",0,1,0
yehK,"0,198113208","15,27791922",0,1,0
yehL,"0,182736455","13,83211934",0,1,0
yehM,"0,139912281","9,527619643",0,1,0
yehP,"0,126649077","8,08271361",0,1,0
yehQ,"0,153923038","10,98932385",0,1,0
yehR,"0,199134199","15,37243471",0,1,0
yehS,"0,180467091","13,61495405",0,1,0
yehT,"0,163888889","11,99497773",0,1,0
yehU,"0,128113879","8,245598124",0,1,0
mlrA,"0,165300546","12,13537807",0,1,0
yohO,"0,092592593","3,992374538",0,1,0
yehW,"0,136612022","9,174115626",0,1,0
yehX,"0,138079827","9,331803926",0,1,0
yehY,"0,15716753","11,3196043",0,1,0
osmF,"0,153594771","10,95574547",0,1,0
bglX,"0,15535248","11,13519215",0,1,0
dld,"0,14044289","9,584107248",0,1,0
pbpG,"0,1414791","9,694148557",0,1,0
yohC,"0,164965986","12,10214739",0,1,0
yohD,"0,119170984","7,23690959",0,1,0
yohF,"0,132545932","8,733250346",0,1,0
mdtQ,"0,167014614","12,3052078",0,1,0
yohP,"0,238095238","18,86362739",0,1,0
dusC,"0,257383966","20,52213138",0,1,0
yohJ,"0,22556391","17,76326451",0,1,0
yohK,"0,143678161","9,92651068",0,1,0
cdd,"0,137853107","9,307496301",0,1,0
sanA,"0,4","31,89125506",0,1,0
yeiS,"0,1875","14,28467475",0,1,0
preT,"0,168684423","12,4699822",0,1,0
preA,"0,138349515","9,360695117",0,1,0
mglC,"0,246290801","19,57322929",0,1,0
mglA,"0,338593031","27,14927738",0,1,0
mglB,"0,176176176","13,2014571",0,1,0
galS,"0,120076849","7,340691213",0,1,0
yeiB,"0,131260794","8,592632382",0,1,0
folE,"0,004484305","-21,25714257",1,0,0
yeiG,"0,161290323","11,73524047",0,1,0
cirA,"0,132028112","8,676666708",0,1,0
lysP,"0,127891156","8,22088779",0,1,0
yeiE,"0,126984127","8,120048153",0,1,0
yeiH,"0,144761905","10,04045066",0,1,0
nfo,"0,10955711","6,110707499",0,1,0
yeiI,"0,124885216","7,885397793",0,1,0
nupX,"0,116706635","6,952626749",0,1,0
rihB,"0,228237792","17,9996949",0,1,0
yeiL,"0,23030303","18,18168512",0,1,0
psuT,"0,135891287","9,096407544",0,1,0
psuG,"0,212992545","16,63883742",0,1,0
psuK,"0,288747346","23,14159472",0,1,0
fruA,"0,137115839","9,228326627",0,1,0
fruK,"0,092651757","4,000106487",0,1,0
fruB,"0,145004421","10,06589674",0,1,0
setB,"0,143824027","9,94186817",0,1,0
yeiW,"0,125490196","7,953221218",0,1,0
yeiP,"0,179755672","13,54666115",0,1,0
yeiQ,"0,145875937","10,1571886",0,1,0
yeiR,"0,151975684","10,7896848",0,1,0
lpxT,"0,176470588","13,22995155",0,1,0
mepS,"0,158730159","11,47766255",0,1,0
rtn,"0,139370584","9,469853482",0,1,0
yejA,"0,133884298","8,879031561",0,1,0
yejB,"0,116894977","6,974456082",0,1,0
yejE,"0,118908382","7,206753039",0,1,0
yejF,"0,131446541","8,612995464",0,1,0
yejG,"0,098550725","4,758024725",0,1,0
bcr,"0,142737196","9,827276792",0,1,0
rsuA,"0,163793103","11,98543338",0,1,0
yejH,"0,120954003","7,440824692",0,1,0
rplY,"0,007017544","-18,14464769",1,0,0
yejK,"0,141865079","9,73504698",0,1,0
yejL,"0,092105263","3,928583919",0,1,0
yejM,"0,093696763","4,136233447",0,1,0
yejO,"0,229938272","18,14958134",0,1,0
insH1,"0,381514258","30,48263952",0,1,0
narP,"0,158950617","11,49990974",0,1,0
ccmH,"0,132003799","8,674007463",0,1,0
dsbE,"0,132616487","8,740952255",0,1,0
ccmF,"0,136831276","9,197718502",0,1,0
ccmE,"0,127083333","8,131093807",0,1,0
ccmD,"0,114285714","6,670481848",0,1,0
ccmC,"0,153116531","10,90677227",0,1,0
ccmB,"0,140271493","9,565871014",0,1,0
ccmA,"0,144230769","9,984656075",0,1,0
napC,"0,132669983","8,746790725",0,1,0
napB,"0,144444444","10,00711288",0,1,0
napH,"0,126157407","8,027843052",0,1,0
napG,"0,127873563","8,218935054",0,1,0
napA,"0,143948532","9,954971287",0,1,0
napD,"0,151515152","10,74231416",0,1,0
napF,"0,193939394","14,88969277",0,1,0
eco,"0,145194274","10,08580422",0,1,0
mqo,"0,131147541","8,580210178",0,1,0
yojI,"0,133211679","8,805850148",0,1,0
alkB,"0,132104455","8,685015296",0,1,0
ada,"0,128638498","8,303723876",0,1,0
apbE,"0,141098485","9,653770293",0,1,0
ompC,"0,214673913","16,79050281",0,1,0
rcsD,"0,149644594","10,5492751",0,1,0
rcsB,"0,150537634","10,64156299",0,1,0
rcsC,"0,132280702","8,704280585",0,1,0
atoS,"0,208538588","16,23506471",0,1,0
atoC,"0,167388167","12,34212643",0,1,0
atoD,"0,14479638","10,04406909",0,1,0
atoA,"0,13671275","9,184961192",0,1,0
atoE,"0,14739229","10,31546641",0,1,0
atoB,"0,162025316","11,80887779",0,1,0
yfaP,"0,167310167","12,33442034",0,1,0
yfaQ,"0,150909091","10,67988111",0,1,0
yfaS,"0,143322476","9,889033801",0,1,0
yfaT,"0,158653846","11,46995856",0,1,0
yfaA,"0,130846655","8,547183384",0,1,0
gyrA,"0,005707763","-19,58882502",1,0,0
ubiG,"0,017980636","-11,27103137",1,0,0
yfaL,"0,200373035","15,48688328",0,1,0
nrdA,"0,000874891","-32,28141399",1,0,0
nrdB,"0,000884173","-32,21105382",1,0,0
yfaE,"0,149019608","10,4845483",0,1,0
inaA,"0,181259601","13,6909103",0,1,0
yfaH,"0,115226337","6,780452036",0,1,0
glpQ,"0,230269266","18,17871412",0,1,0
glpT,"0,128771155","8,318404294",0,1,0
glpA,"0,144874156","10,05223094",0,1,0
glpB,"0,134126984","8,905394891",0,1,0
glpC,"0,16372796","11,97894107",0,1,0
yfaD,"0,15","10,58603127",0,1,0
ypaA,"0,11827957","7,134410465",0,1,0
rhmA,"0,160447761","11,65065698",0,1,0
rhmT,"0,146511628","10,22362856",0,1,0
rhmD,"0,135986733","9,106708971",0,1,0
rhmR,"0,143039591","9,859198445",0,1,0
yfaY,"0,137988362","9,32199972",0,1,0
yfaZ,"0,224677716","17,68470131",0,1,0
nudI,"0,328638498","26,36189465",0,1,0
ais,"0,331674959","26,60269911",0,1,0
arnB,"0,243859649","19,36351794",0,1,0
arnC,"0,20123839","15,56667801",0,1,0
arnA,"0,177004539","13,28158269",0,1,0
arnD,"0,148148148","10,39410091",0,1,0
arnT,"0,143980641","9,958349689",0,1,0
arnE,"0,151785714","10,77015173",0,1,0
arnF,"0,147286822","10,30448042",0,1,0
pmrD,"0,142322097","9,783409419",0,1,0
menE,"0,154129794","11,01045744",0,1,0
menC,"0,14953271","10,53769632",0,1,0
menB,"0,122377622","7,602602806",0,1,0
menH,"0,097496706","4,624425807",0,1,0
menD,"0,139437463","9,4769908",0,1,0
menF,"0,145061728","10,07190699",0,1,0
elaB,"0,179738562","13,5450174",0,1,0
elaA,"0,231601732","18,29585461",0,1,0
rbn,"0,29956427","24,02597363",0,1,0
elaD,"0,072607261","1,199496674",0,0,1
yfbK,"0,302662037","24,27762658",0,1,0
yfbL,"0,283950617","22,74648857",0,1,0
yfbM,"0,26984127","21,57311022",0,1,0
yfbN,"0,080892608","2,40534755",0,0,1
yfbO,"0,333333333","26,73398058",0,1,0
yfbP,"0,243816254","19,35976875",0,1,0
nuoN,"0,082990398","2,699038438",0,0,1
nuoM,"0,079738562","2,241898404",0,0,1
nuoL,"0,098805646","4,790222196",0,1,0
nuoK,"0,066006601","0,177817178",0,0,1
nuoJ,"0,097297297","4,599063873",0,1,0
nuoI,"0,051565378","-2,311342049",0,0,1
nuoH,"0,085889571","3,09800755",0,0,1
nuoG,"0,083608361","2,784737636",0,0,1
nuoF,"0,086696562","3,207698121",0,0,1
nuoE,"0,075848303","1,680464164",0,0,1
nuoC,"0,077610274","1,936801537",0,0,1
nuoB,"0,093514329","4,11252862",0,1,0
nuoA,"0,076576577","1,786839387",0,0,1
lrhA,"0,289669862","23,21737109",0,1,0
alaA,"0,234811166","18,57711013",0,1,0
yfbR,"0,133333333","8,819098631",0,1,0
yfbS,"0,158756137","11,48028474",0,1,0
yfbT,"0,19047619","14,56524303",0,1,0
yfbU,"0,187878788","14,32047493",0,1,0
yfbV,"0,160087719","11,6144574",0,1,0
ackA,"0,103906899","5,425564026",0,1,0
pta,"0,109090909","6,054867816",0,1,0
yfcC,"0,178829717","13,45761848",0,1,0
yfcD,"0,162062615","11,81261105",0,1,0
yfcE,"0,156756757","11,27794704",0,1,0
yfcF,"0,124031008","7,789369093",0,1,0
yfcG,"0,203703704","15,7933385",0,1,0
folX,"0,297520661","23,85957084",0,1,0
yfcH,"0,196868009","15,16241029",0,1,0
yfcI,"0,363636364","29,10556841",0,1,0
hisP,"0,218346253","17,12035853",0,1,0
hisM,"0,209205021","16,29566895",0,1,0
hisQ,"0,173216885","12,91400767",0,1,0
hisJ,"0,108556833","5,990749804",0,1,0
argT,"0,148148148","10,39410091",0,1,0
ubiX,"0,01754386","-11,45958812",1,0,0
purF,"0,128458498","8,283793017",0,1,0
cvpA,"0,171779141","12,77366017",0,1,0
dedD,"0,137254902","9,243274131",0,1,0
folC,"0,011032309","-14,91401514",1,0,0
accD,"0,009836066","-15,74412319",1,0,0
dedA,"0,136363636","9,147356079",0,1,0
truA,"0,162361624","11,84252627",0,1,0
usg,"0,133136095","8,797616047",0,1,0
pdxB,"0,168865435","12,48780504",0,1,0
flk,"0,151606426","10,75170751",0,1,0
yfcJ,"0,162849873","11,89132637",0,1,0
fabB,0,"-172,1619602",1,0,0
mnmC,"0,137020429","9,218067331",0,1,0
yfcL,"0,168458781","12,44775433",0,1,0
epmC,"0,153005464","10,89538946",0,1,0
yfcA,"0,150617284","10,64978277",0,1,0
mepA,"0,158787879","11,48348851",0,1,0
aroC,"0,122467772","7,61281697",0,1,0
prmB,"0,07073955","0,916414967",0,0,1
smrB,"0,14673913","10,24737587",0,1,0
yfcO,"0,315085158","25,28001878",0,1,0
yfcP,"0,316666667","25,40687167",0,1,0
yfcQ,"0,212678937","16,61050344",0,1,0
yfcR,"0,173489279","12,94054623",0,1,0
yfcS,"0,164674635","12,07318634",0,1,0
yfcU,"0,224489796","17,66802856",0,1,0
yfcV,"0,386524823","30,86591869",0,1,0
sixA,"0,220164609","17,28298967",0,1,0
fadJ,"0,14032634","9,571707678",0,1,0
fadI,"0,14187643","9,736248993",0,1,0
yfcZ,"0,143859649","9,945617596",0,1,0
fadL,"0,237882177","18,84507754",0,1,0
yfdF,"0,082152975","2,582318163",0,0,1
mlaA,"0,247354497","19,66478033",0,1,0
yfdC,"0,241157556","19,12966314",0,1,0
intS,"0,177892919","13,36735263",0,1,0
gtrA,"0,316804408","25,41791204",0,1,0
gtrB,"0,321389794","25,7847381",0,1,0
gtrS,"0,068318318","0,542535408",0,0,1
tfaS,"0,628865979","48,4487398",0,1,0
yfdK,"0,419501134","33,36193899",0,1,0
yfdL,"0,297063903","23,82233637",0,1,0
yfdM,"0,177777778","13,35624551",0,1,0
yfdN,"0,175757576","13,16091137",0,1,0
oweS,"0,156779661","11,28027097",0,1,0
yfdP,"0,292011019","23,40937581",0,1,0
yfdQ,"0,408484848","32,53298811",0,1,0
yfdR,"0,359404097","28,77728755",0,1,0
yfdS,"0,214876033","16,80870731",0,1,0
yfdT,"0,261437908","20,86577902",0,1,0
ypdJ,"0,470588235","37,14996242",0,1,0
torI,"0,248756219","19,78523822",0,1,0
dsdC,"0,175213675","13,10817287",0,1,0
dsdX,"0,230941704","18,23785739",0,1,0
dsdA,"0,182844244","13,84240856",0,1,0
emrY,"0,285899935","22,90727785",0,1,0
emrK,"0,361683849","28,95423186",0,1,0
evgA,"0,263414634","21,03276366",0,1,0
evgS,"0,251252087","19,99920381",0,1,0
yfdE,"0,355148342","28,44625978",0,1,0
yfdV,"0,346031746","27,73391172",0,1,0
oxc,"0,346902655","27,802157",0,1,0
frc,"0,378896882","30,28197362",0,1,0
yfdX,"0,347484277","27,84771023",0,1,0
ypdI,"0,217391304","17,03476602",0,1,0
yfdY,"0,234567901","18,55583556",0,1,0
lpxP,"0,146579805","10,23074674",0,1,0
ypdK,"0,069444444","0,717427276",0,0,1
alaC,"0,175141243","13,10114481",0,1,0
ypdA,"0,153710247","10,96756093",0,1,0
ypdB,"0,136054422","9,114012628",0,1,0
ypdC,"0,138694639","9,397630978",0,1,0
fryA,"0,137820513","9,304000288",0,1,0
ypdE,"0,124277457","7,81710651",0,1,0
ypdF,"0,167587477","12,36181096",0,1,0
fryC,"0,15625","11,22649325",0,1,0
fryB,"0,201834862","15,62160766",0,1,0
glk,"0,170807453","12,67854546",0,1,0
yfeO,"0,172633254","12,85709105",0,1,0
